country,code,continent,population,annual_co2_emissions_per_capita,waste_per_capita_tons_year,gdp_per_capita,income,life_expectancy,child_mortality,health_spending_per_capita
Benin,BEN,Africa,13070131,0.42215323,0.12422409473206293,3317.8693685625644,LIC,60.154,8.554456,83.00643
Bermuda,BMU,North America,64354,6.7752743,1.2654711565171766,87932.64344096715,HIC,81.4562,NA,NA
Bhutan,BTN,Asia,769966,1.6237977,0.16203909118170254,12980.611255561935,LMC,72.2531,2.5490575,494.166
Bolivia,BOL,South America,11816245,1.5497013,0.20691030662381857,9001.016782065706,LMC,62.906,2.5734432,649.871
Bonaire Sint Eustatius and Saba,BES,North America,26422,4.298842,NA,NA,NA,77.213,NA,NA
Bosnia and Herzegovina,BIH,Europe,3299297,6.3140154,0.353148125785324,16983.31047280678,UMC,76.0395,0.6574149,1539
Botswana,BWA,Africa,2365846,2.3462896,0.10464936258788426,16289.750706935278,UMC,67.6426,4.3891096,874.5876
Brazil,BRA,South America,208660785,2.1336453,0.37923990235233385,17327.52045965896,UMC,74.5058,1.4871895,1534.5898
British Virgin Islands,VGB,North America,37122,4.836377,1.022,NA,HIC,76.8941,1.3914775,NA
Brunei,BRN,Asia,447365,24.939121,0.511,80287.89660567993,HIC,75.1138,0.97385,1555.0897
Bulgaria,BGR,Europe,6933606,5.285019,0.4069999916014677,27183.650445093073,UMC,73.5992,0.6477728,2139
Burkina Faso,BFA,Africa,21478640,0.25035635,0.1421956035308336,2380.937260785599,LIC,60.4536,8.52543,143.58852
Burundi,BDI,Africa,12616994,0.058575917,0.2776825394800528,833.9230334103353,LIC,62.5694,5.463195,80.42135
Cambodia,KHM,Asia,16725440,1.1380401,0.07131261709446597,6128.794896576712,LMC,70.0594,2.5629373,320.7581
Cameroon,CMR,Africa,26210514,0.37067682,0.15102786673042812,4763.489940410936,LMC,61.6738,7.464934,145.93802
Canada,CAN,North America,38171851,13.795024,0.7062411568756336,53075.03432953775,HIC,81.6536,0.5118379,6175.26
Cape Verde,CPV,Africa,514632,1.0038707,0.2578996418141597,7208.526815277713,LMC,73.8177,1.3346168,408.39706
Central African Republic,CAF,Africa,5026583,0.047380097,0.24493620930364407,1136.5807048247289,LIC,50.5959,12.262269,82.3622
Chad,TCD,Africa,17224636,0.13680673,0.1143120584642206,1780.5674671441534,LIC,53.0818,11.100515,87.17725
Chile,CHL,South America,19370563,4.1391754,0.3872380320155594,26257.914995191415,HIC,79.3488,0.6766095,2426.1008
China,CHN,Asia,1426106040,7.6471825,0.28219089493577876,18635.60832744457,UMC,78.0191,0.7516634,963.49805
Colombia,COL,South America,50629945,1.7723011,0.2618185222082836,16150.7408026416,UMC,74.7565,1.3240182,1316.1305
Comoros,COM,Africa,802126,0.46592182,0.11706996439523348,3441.2291385642657,LIC,65.7559,4.352619,198.32877
Congo,COG,Africa,5752741,1.334546,0.170360131198445,6350.564329595231,LMC,64.3907,4.4732423,156.91885
Cook Islands,COK,Oceania,15620,4.222279,NA,NA,NA,74.5139,1.4316497,NA
Costa Rica,CRI,North America,5034273,1.344883,0.3068790297578073,22479.79971646353,UMC,79.7252,0.937115,1697.6292
Cote d'Ivoire,CIV,Africa,28915402,0.38095695,0.21767276126872498,5787.8247407731005,LMC,60.1397,7.3715596,200.18578
Croatia,HRV,Europe,3953898,4.2696104,0.445,32153.185918048468,HIC,77.4972,0.46846285,2288
Cuba,CUB,North America,11176301,1.9037757,0.23821360057121185,NA,UMC,77.4075,0.71884674,2594.5183
Curacao,CUW,North America,184982,9.804629,0.1606,19895.13484014661,HIC,76.5011,NA,NA
Cyprus,CYP,Europe,1302202,5.3869967,0.6419999791418977,30992.641976436837,HIC,81.2302,0.3240232,3498
Czechia,CZE,Europe,10550083,8.689388,0.5,47857.53108226731,HIC,78.237,0.29058498,3947.017
Democratic Republic of Congo,COD,Africa,95989947,0.04481212,0.1827016644145881,1277.633542270838,LIC,60.4283,8.069858,44.610836
Denmark,DNK,Europe,5831483,4.8519464,0.8439999601275437,65790.2181427949,HIC,81.5458,0.3687157,6434
Djibouti,DJI,Africa,1105141,0.41900718,0.15410615487905058,5773.453018212156,LMC,64.2001,5.5615664,107.8303
Dominica,DMA,North America,67536,2.3328595,0.1819889502762431,14516.871431532812,UMC,71.2693,3.3822353,648.76184
Dominican Republic,DOM,North America,11008252,2.4541068,0.3859952429591826,19721.4067162525,UMC,72.6358,3.3750648,873.7225
East Timor,TLS,Asia,1326002,0.4875513,0.05034796255293926,6595.308248403849,LMC,66.9191,5.421896,372.91498
Ecuador,ECU,South America,17546006,1.8756075,0.3281151137659895,12425.059325239032,UMC,72.0036,1.3563125,913.1397
Egypt,EGY,Africa,109315075,2.1530209,0.23914384862349256,15309.242850466873,LMC,69.7897,1.9378,523.97766
El Salvador,SLV,North America,6234631,1.0577208,0.2674933045411027,9692.514609765998,LMC,70.2436,1.1689332,791.9082
Equatorial Guinea,GNQ,Africa,1716435,3.7353525,0.16245983184471424,17089.48228042425,UMC,62.1408,7.880993,622.45917
Eritrea,ERI,Africa,3291224,0.19473332,0.16245982850208618,NA,LIC,66.9802,3.9050062,75.66147
Estonia,EST,Europe,1329618,6.917965,0.36900000663354915,42096.31716553176,HIC,78.8929,0.24165544,2990.552
Eswatini,SWZ,Africa,1192690,0.9400464,0.16245982795000813,9633.507240775054,LMC,59.8618,4.981697,576.9253
Ethiopia,ETH,Africa,118917625,0.13328455,0.0654109206377153,2516.549920131688,LIC,65.9688,5.1963224,82.72005
Faroe Islands,FRO,Europe,52575,14.42602,1.2489251054420376,NA,HIC,79.9822,NA,NA
Fiji,FJI,Oceania,914920,1.0972939,0.2184207725646591,11255.498719013684,UMC,66.924,2.7190948,551.688
Finland,FIN,Europe,5529559,6.8179035,0.566000004709877,55939.91366526698,HIC,81.8219,0.23242284,5038
France,FRA,Europe,65905226,4.25596,0.5480000205189726,51912.95389294318,HIC,82.1993,0.42449665,5860.995
French Polynesia,PYF,Oceania,279166,2.9793313,0.5374221286303413,NA,HIC,82.4588,NA,NA
Gabon,GAB,Africa,2322485,2.42184,0.21921940786475372,18681.918436071708,UMC,67.0725,3.6198354,500.5798
Gambia,GMB,Africa,2515694,0.27818328,0.14751263012363605,2702.3610876362545,LIC,64.4183,4.8941536,80.324615
Georgia,GEO,Asia,3795624,2.7860782,0.21522154367652202,16704.00239117468,LMC,73.5094,0.95723534,1228
Germany,DEU,Europe,83628661,7.752807,0.6090000096231571,60407.47438979084,HIC,81.0036,0.36987093,7167.872
Ghana,GHA,Africa,31887755,0.6011012,0.16425000761303218,6412.6962771132685,LMC,64.3089,4.1990833,223.04453
Greece,GRC,Europe,10699317,5.192684,0.5239999787240436,30527.210964026955,HIC,81.5361,0.40139127,2695.5732
Greenland,GRL,North America,56056,9.582454,0.8786574114752658,67935.07975952618,HIC,70.1558,NA,NA
Grenada,GRD,North America,116304,2.488788,0.28001359429660316,14661.383641147338,UMC,75.019,1.8662648,772.473
Guatemala,GTM,North America,17357274,0.9889047,0.1696202439032344,11101.042241137635,UMC,69.9707,2.3673427,555.6802
Guinea,GIN,Africa,13371136,0.33650035,0.07339774771805947,3631.0060688186854,LIC,59.3499,10.315234,106.474915
Guinea-Bissau,GNB,Africa,2013212,0.14741816,0.16351863796408525,2360.581697307586,LIC,61.343,7.65668,182.25865
Guyana,GUY,South America,807442,4.162018,0.24010456014016363,19235.05859615923,UMC,67.751,2.8363953,1070.3319
Haiti,HTI,North America,11243804,0.28798378,0.21294195006809968,3229.4881813130146,LIC,63.773,6.039903,100.55432
Honduras,HND,North America,10119590,0.94135344,0.23725000002743374,5603.2916689312515,LMC,70.864,1.7173487,479.17807
Hong Kong,HKG,Asia,7490198,4.472128,0.77745,61253.237697321216,HIC,84.7073,NA,NA
Hungary,HUN,Europe,9749421,4.8318176,0.38699999866938917,35952.603287928585,HIC,75.7302,0.40373874,2485
Iceland,ISL,Europe,366571,9.113012,0.6560000183459522,59892.12080606486,HIC,82.7113,0.26772836,5218
India,IND,Asia,1402617645,1.7264521,0.14028357749640094,7399.5309445661505,LMC,70.1563,3.2356682,216
Indonesia,IDN,Asia,274814825,2.213211,0.249697972685309,12388.546775076637,LMC,68.8173,2.2787976,415.63245
Iran,IRN,Asia,87723397,8.62491,0.2227899091530391,14397.161120082936,UMC,74.1406,1.3021901,822.25665
Iraq,IRQ,Asia,42116556,3.825463,0.3638312124428724,12827.649463384423,UMC,69.6506,2.490583,533.1004
Ireland,IRL,Europe,4982560,7.0494823,0.5980000065744653,102620.63112656947,HIC,82.3897,0.3491474,6706.6904
Israel,ISR,Asia,8800323,6.7220626,0.6443837185713774,45031.083103313365,HIC,82.699700000000007,0.3513582,3262
Italy,ITA,Europe,59912714,5.0507216,0.49899998998298367,45724.76536314145,HIC,82.1814,0.2974099,4138
Jamaica,JAM,North America,2830686,2.4383793,0.365,9178.492626875606,UMC,71.4519,1.8974578,642.82837
Japan,JPN,Asia,126304487,8.237897,0.3376298309991984,43223.4095492902,HIC,84.6703,0.24137695,4625
Jordan,JOR,Asia,10865183,1.9291415,0.3007081268785366,9022.676818512859,UMC,75.5831,1.4393839,683.2174
Kazakhstan,KAZ,Asia,19482065,13.113933,0.27750713697658996,32011.63459258554,UMC,71.1952,1.0119185,992
Kenya,KEN,Africa,52217277,0.4209686,0.13531024021386912,5057.406675993465,LMC,61.5958,4.277858,212.38509
Kiribati,KIR,Oceania,126064,0.52316284,0.31228486821976487,2861.545199263866,LMC,65.2046,5.857836,342
Kosovo,OWID_KOS,Europe,1751372,4.8255777,NA,11384.110214734505,NA,74.2118,1.05185,NA
Kuwait,KWT,Asia,4400103,21.73922,0.5837063216728823,49126.37158425609,HIC,78.2483,0.8870071,2940.7244
Kyrgyzstan,KGZ,Asia,6664099,1.2527564,0.1868925112054928,5589.729816138686,LMC,69.136,1.7845334,269
Laos,LAO,Asia,7346484,2.6531994,0.0528063839451786,7995.648354641486,LMC,68.3386,4.3442454,164.7029
Latvia,LVA,Europe,1901069,3.6810806,0.4390000020911873,33001.687156015905,HIC,75.4781,0.37277818,2382
Lebanon,LBN,Asia,5702353,4.1763225,0.36407253681281976,12507.535338832935,UMC,76.2988,1.5456982,901.1561
Lesotho,LSO,Africa,2235679,0.9718533,0.03737010737349555,2517.1644609982022,LMC,55.1325,6.6780224,236.257
Liberia,LBR,Africa,5149439,0.15140018,0.16068250111303037,1497.3839031785792,LIC,61.2672,7.965545,247.4291
Libya,LBY,Africa,7045359,4.859569,0.3467500000403649,9976.094041623714,UMC,72.3882,1.1172917,NA
Liechtenstein,LIE,Europe,38753,3.6624002,0.8860856478314407,NA,HIC,82.037,NA,NA
Lithuania,LTU,Europe,2795711,4.851269,0.4720000025118019,43862.6772974746,HIC,75.105,0.3697293,3006
Luxembourg,LUX,Europe,630545,12.806264,0.7910000225844335,130663.3843452886,HIC,81.4108,0.24594632,6938
Macao,MAC,Asia,683026,1.5127505,0.6173838184678364,59999.24289119301,HIC,84.61,NA,NA
Madagascar,MDG,Africa,28953509,0.13728699,0.15138891272275157,1551.1280975304237,LIC,62.706,6.6259594,56.400738
Malawi,MWI,Africa,19533837,0.09051806,0.07829118484622233,1656.4441766356501,LIC,65.2159,4.308623,106.315094
Malaysia,MYS,Asia,33889515,7.7663965,0.4294917999249438,29200.489682487343,UMC,76.0566,0.814119,1112.6986
Maldives,MDV,Asia,502076,3.3423467,0.5169230355628441,14244.166532556825,UMC,78.713,0.6881541,1605
Mali,MLI,Africa,21713790,0.2969476,0.1210341963693885,2348.8866996503143,LIC,58.8577,9.999777,78.5444
Malta,MLT,Europe,518175,3.0885165,0.6940000109419421,51330.67906981232,HIC,82.3358,0.5967491,4835
Marshall Islands,MHL,Oceania,42680,3.4339268,0.16316557119315062,6421.093650421743,UMC,65.3873,3.10286,619.50946
Mauritania,MRT,Africa,4600083,1.0394421,0.1294816626586293,5963.297727236661,LMC,66.7943,4.166925,189.914
Mauritius,MUS,Africa,1283178,2.9667716,0.34666352189560046,21700.461714586752,UMC,74.6572,1.5847442,1348.5629
Mexico,MEX,North America,126798998,3.3828366,0.42179361706630036,19964.975937885567,UMC,70.4492,1.3760648,1152.4465
Micronesia (country),FSM,Oceania,110883,1.3217535,0.24814479163688688,3840.401567417909,LMC,65.8776,2.549067,348.40356
Moldova,MDA,Europe,3069084,1.7065568,1.120168548620357,11642.044616895464,LMC,69.9144,1.4927409,877
Mongolia,MNG,Asia,3290733,11.265909,0.9579183179747096,14965.384485158778,LMC,70.0291,1.4838042,574.2154
Montenegro,MNE,Europe,607887,3.9600255,0.5300000040178263,22085.769460442483,UMC,75.8503,0.29893562,2314
Montserrat,MSR,North America,4493,4.892945,NA,NA,NA,75.5677,0.71243674,NA
Morocco,MAR,Africa,36584160,1.7648122,0.19966151952556788,8175.524723787563,LMC,73.1327,1.8578532,471.7316
Mozambique,MOZ,Africa,30783641,0.2071267,0.09186994361610828,1466.1270031702877,LIC,61.3904,6.734134,99.341774
Myanmar,MMR,Asia,53016472,0.6523924,0.10146999559436044,5926.840091679432,LMC,66.6121,4.2857366,246
Namibia,NAM,Africa,2728716,1.404347,0.1645716652040439,9652.410987072308,UMC,64.0712,4.5723357,849.5465
Nauru,NRU,Oceania,11636,4.4083877,0.47450000000000003,11448.141285665177,UMC,61.5271,1.1129047,1739.8823
Nepal,NPL,Asia,28966540,0.5396416,0.06103548307939627,4412.547223209952,LIC,69.1065,2.9906416,207
Netherlands,NLD,Europe,17636680,7.7491956,0.5080000115387833,64845.71376432526,HIC,81.3931,0.40115917,6718
New Caledonia,NCL,Oceania,284137,17.98137,0.38905533812949644,NA,HIC,77.0494,NA,NA
New Zealand,NZL,Oceania,5069848,6.710805,0.7255950731987981,46475.20634050567,HIC,82.6628,0.5004425,4606.94
Nicaragua,NIC,North America,6565214,0.70987344,0.2664499999390002,6501.739986388867,LMC,70.7662,1.5092268,472.8866
Niger,NER,Africa,23717579,0.103766285,0.21098825038182442,1615.695040627882,LIC,59.8903,12.063661,79.04306
Nigeria,NGA,Africa,213996143,0.60513747,0.1788500057797113,5410.694515970786,LMC,53.0724,11.436999,173.47813
Niue,NIU,Oceania,1780,4.1168537,NA,NA,NA,69.4704,2.6639295,NA
North Korea,PRK,Asia,26136272,2.5079155,NA,NA,NA,72.7826,1.7447898,NA
North Macedonia,MKD,Europe,1871976,3.718851,0.3010000081614704,21007.298231387584,UMC,74.4687,0.5949994,1315
Norway,NOR,Europe,5379229,7.664853,0.7759999913984864,86317.69656227686,HIC,83.1953,0.23650816,7457
Oman,OMN,Asia,4522447,15.174401,0.670460390972567,37561.015140033705,HIC,77.7634,1.072204,1787.1566
Pakistan,PAK,Asia,235001693,0.98192537,0.15921038934538403,5135.015750988654,LMC,65.7015,6.4575777,155.85745
Palau,PLW,Oceania,17786,11.948274,0.43839210807794265,18166.38294163949,HIC,68.6889,2.328932,2471.3323
Palestine,PSE,Asia,5069642,0.656242,0.3427313887836643,5138.707277752552,LMC,74.9978,1.5205599,NA
Panama,PAN,North America,4293208,1.6887718,0.37091707146616404,26882.130563205883,HIC,76.3302,1.5229536,2907.3223
Papua New Guinea,PNG,Oceania,9815691,0.8014462,0.12893601356922607,4077.6541698388833,LMC,65.075,4.446272,90.84622
Paraguay,PRY,South America,6603683,1.1171713,0.27390702968270336,14991.787751017122,UMC,72.7197,1.882634,1078.127
Peru,PER,South America,32838533,1.4289497,0.2698032357102818,13612.041009870934,UMC,73.8315,1.6627978,756.2223
Philippines,PHL,Asia,112081229,1.1797879,0.1416172200710676,8455.187211473207,LMC,70.0974,2.7938812,423
Poland,POL,Europe,38170958,7.92311,0.3360000002106878,37850.893307603124,HIC,76.5951,0.43917584,2291
Portugal,PRT,Europe,10370463,4.024724,0.5130000076927443,36784.95679431092,HIC,81.3664,0.33716518,3687
Qatar,QAT,Asia,2803329,36.56411,0.4745,102724.3820618272,HIC,80.4095,0.64371747,3585.558
Romania,ROU,Europe,19392420,3.8009787,0.2800000092991807,35567.908994029625,UMC,74.0464,0.65695107,2069
Russia,RUS,Europe,146371239,11.15608,0.41898949788857226,37081.84782677149,UMC,71.1705,0.5413754,2271
Rwanda,RWA,Africa,13065796,0.10499269,0.36794344925130323,2518.173200239771,LIC,66.9534,4.2462397,163.03276
Saint Helena,SHN,Africa,5404,2.0340488,NA,NA,NA,76.8925,NA,NA
Saint Kitts and Nevis,KNA,North America,46845,4.92757,0.6058823312702623,26721.359824954638,HIC,71.1814,1.773727,1593.7235
Saint Lucia,LCA,North America,178207,2.7139676,0.438,17146.074290011056,UMC,72.3077,1.6272699,834.54254
Saint Pierre and Miquelon,SPM,North America,5813,10.715293,NA,NA,NA,76.6183,NA,NA
Saint Vincent and the Grenadines,VCT,North America,103489,2.3013074,0.28835,15683.192609842592,UMC,69.6051,1.2306572,685.5058
Samoa,WSM,Oceania,211900,1.1412176,0.146,6746.707022180273,UMC,70.7265,1.7030774,395.04684
Sao Tome and Principe,STP,Africa,217412,0.64040625,0.1337744293287882,5743.554789983994,LMC,67.979,1.6049876,310.17993
Saudi Arabia,SAU,Asia,30991155,19.879406,0.5109999998732458,52720.526719284906,HIC,77.5962,0.69327414,3138.9407
Senegal,SEN,Africa,16789173,0.6445196,0.15923440919296317,4018.052301623195,LIC,67.4961,4.4551525,183.897
Serbia,SRB,Europe,6907777,6.538972,0.33799999280055004,21692.503901327447,UMC,74.5065,0.5528275,1694.6459
Seychelles,SYC,Africa,120257,4.966297,0.5435828907285143,24608.908487655604,HIC,74.0912,1.48062,1729.8445
Sierra Leone,SLE,Africa,7912509,0.129658,0.11217946778266061,2751.983697585684,LIC,59.6935,10.505672,156.02814
Singapore,SGP,Asia,5620104,8.309455,0.32786310400448837,116652.13670779046,HIC,83.6607,0.23369485,5528.001
Sint Maarten (Dutch part),SXM,North America,40985,15.912944,NA,39287.79685250702,HIC,75.0023,NA,NA
Slovakia,SVK,Europe,5454981,5.711151,0.42100000311693664,36303.878533949064,HIC,76.8643,0.5928433,2347
Slovenia,SVN,Europe,2102370,6.114485,0.5039999837160539,42808.45841312424,HIC,80.3641,0.23556682,3867
Solomon Islands,SLB,Oceania,744451,0.38881806,0.31937500004436453,2515.287116277633,LMC,69.2577,2.2408087,124.930756
Somalia,SOM,Africa,16651150,0.03586731,0.1624598281770717,1396.0568730087712,LIC,57.0948,11.444476,NA
South Africa,ZAF,Africa,60562321,7.16727,0.35680390611564683,13266.798958332525,UMC,65.1502,3.4071963,1158.8236
South Korea,KOR,Asia,51858440,11.524341,0.3963206899454318,46487.02306374816,HIC,83.6752,0.3034792,3731.2998
South Sudan,SSD,Africa,10698419,0.158226,0.2398285303766767,NA,LIC,57.6479,9.872844,50.12236
Spain,ESP,Europe,47679437,4.4430604,0.47600001529416414,41100.50225712606,HIC,82.2413,0.31572938,4084.5195
Sri Lanka,LKA,Asia,22561751,0.91415465,0.12411687025420931,13491.041162585298,LMC,76.9281,0.6921146,560
Sudan,SDN,Africa,46789187,0.4523519,0.07325878075763373,3401.252905826297,LMC,65.1237,5.5308766,156.80725
Suriname,SUR,South America,612267,4.7658405,0.1494380361830288,19092.920789459502,UMC,72.3208,1.784262,1095.5582
Sweden,SWE,Europe,10353627,3.5448945,0.4490000100141433,59944.51303760508,HIC,82.4271,0.25888464,6378
Switzerland,CHE,Europe,8640538,3.9613538,0.7090000130614804,78001.9363482922,HIC,83.0626,0.40042138,8337.793
Syria,SYR,Asia,21049378,1.2500484,0.21608755521997425,4633.360744483756,LIC,71.944,2.2368398,NA
Taiwan,TWN,Asia,23663407,11.503086,0.3130494153793633,NA,HIC,81.1067,NA,NA
Tajikistan,TJK,Asia,9749262,0.96463424,0.2185671003076741,3724.7672976682748,LIC,68.6054,2.798839,315
Tanzania,TZA,Africa,60972752,0.2665194,0.18900629048805415,3345.3552460941896,LIC,66.7712,4.416384,81.06365
Thailand,THA,Asia,71641437,3.7956147,0.39112007993288433,19956.560443755476,UMC,77.3314,1.0104666,775.54803
Togo,TGO,Africa,8669667,0.28130147,0.1534158929797902,2490.0681600573585,LIC,61.1225,6.427001,131.63567
Tonga,TON,Oceania,105673,1.7336501,0.16425,6997.369451042367,UMC,72.3787,1.0750324,357.68906
Trinidad and Tobago,TTO,North America,1480979,23.677786,0.548056622242301,28763.781974626243,HIC,72.645,2.0613954,1859.9319
Tunisia,TUN,Africa,11974015,2.3793378,0.2422848429832694,11889.333533656005,LMC,75.0035,1.5981971,746.0101
Turkey,TUR,Asia,86091644,4.7963643,0.4239999858083969,27748.728686375183,UMC,76.5255,1.0519389,1280
Turkmenistan,TKM,Asia,6949869,9.246278,0.09317446713988115,15791.275288354356,UMC,68.8457,4.259904,908.4145
Turks and Caicos Islands,TCA,North America,44362,8.094134,NA,19824.125129615437,HIC,77.4989,0.61134064,NA
Tuvalu,TUV,Oceania,10383,1.0586536,0.35951036316121476,5162.397187710681,UMC,66.3567,2.1923952,902.635
Uganda,UGA,Africa,44457103,0.12532045,0.20075,2678.0120236804455,LIC,66.4098,4.3509116,103.00912
Ukraine,UKR,Europe,44679967,4.6290064,0.338676715229655,16150.566212235564,LMC,73.2833,0.83546436,941
United Arab Emirates,ARE,Asia,9448476,23.006842,0.5749619084084393,65454.3915567971,HIC,81.9363,0.59553945,4157.3833
United Kingdom,GBR,Europe,67351806,4.844164,0.4630000109539006,48460.696604854216,HIC,80.3854,0.43996742,5581.5093
United States,USA,North America,339436106,13.889589,0.8118600734411965,65783.01466407347,HIC,77.0115,0.6468785,11758.425
Uruguay,URY,South America,3398912,1.904633,0.3672214522758216,27872.05968733524,HIC,78.3811,0.7146019,2103.686
Uzbekistan,UZB,Asia,33586325,3.2641847,0.134343145980621,8727.42326232477,LMC,71.4613,1.4983896,534
Vanuatu,VUT,Oceania,298824,0.6743769,0.25970772775349293,3260.3663561159747,LMC,70.3845,1.7659161,121.20349
Venezuela,VEN,South America,28444030,2.8451347,0.3271356829072147,NA,UMC,72.3693,2.4257355,96.76674
Vietnam,VNM,Asia,98079150,3.6955829,0.11008886711362803,11851.401522800717,LMC,75.3832,2.0972908,474.05533
Wallis and Futuna,WLF,Oceania,11602,2.2106533,NA,NA,NA,78.1637,NA,NA
Yemen,YEM,Asia,36134822,0.30120492,0.17534740524761047,NA,LIC,66.4354,4.316293,NA
Zambia,ZMB,Africa,19059354,0.4273149,0.18284701119318128,3391.6027074684694,LMC,63.3607,5.242332,212.09811
Zimbabwe,ZWE,Africa,15526837,0.5470852,0.1159752890378604,2987.279634995846,LIC,61.53,5.008332,60.215363
